,Date,Location,Deaths,Injuries,Description,Suspects Deaths,Suspects Injuries,Total,dt,City,State,Location_,loc,loc_name,loc_coords,lat,long,Month,Year,Day
474,"March 20, 2018","Great Mills, Maryland",2,1,"Great Mills High School: The school was placed on lockdown after a shooting occurred in the morning. A 17-year-old male student, armed with a handgun, shot and fatally injured a female student (with whom he had a prior relationship) and wounded a male student. The student shot himself in the head, fatally, while the school resource officer simultaneously shot at him.
[592]",3,0,3,2018-03-20,Great Mills,Maryland,"Great Mills, Maryland","Great Mills, Saint Mary's County, Maryland, 20620, USA","Great Mills, Saint Mary's County, Maryland, 20620, USA","(38.2367924, -76.4971762)",38.2367924,-76.4971762,3,2018,20
475,"April 12, 2018","Raytown, Missouri",0,1,South Middle School: A man was shot in the stomach in the parking lot during a track meet.[593],0,0,1,2018-04-12,Raytown,Missouri,"Raytown, Missouri","Raytown, Jackson County, Missouri, USA","Raytown, Jackson County, Missouri, USA","(39.0168425, -94.4630468)",39.0168425,-94.4630468,4,2018,12
476,"April 20, 2018","Ocala, Florida",0,1,Forest High School: A student shot through the door of the school with a Sawed-off shotgun shortly before a national school walkout for gun control measures. The student had recently dropped out and had planned a much more serious school shooting. His injuries were not life-threatening. The 19-year-old former student was arrested.[citation needed],0,0,1,2018-04-20,Ocala,Florida,"Ocala, Florida","Ocala, Marion County, Florida, USA","Ocala, Marion County, Florida, USA","(29.1871986, -82.1400923)",29.1871986,-82.1400923,4,2018,20
477,"May 11, 2018","Palmdale, California",0,1,"Highland High School: A 14-year-old former student allegedly fired a semi-automatic rifle shortly before classes were to begin. A 15-year-old was struck in the shoulder but went into surgery and was expected to recover fully. The suspect ditched the gun in a field and was arrested nearby, and faces a charge of attempted murder.[594]",0,0,1,2018-05-11,Palmdale,California,"Palmdale, California","Palmdale, Los Angeles County, California, USA","Palmdale, Los Angeles County, California, USA","(34.5793131, -118.1171108)",34.5793131,-118.1171108,5,2018,11
478,"May 16, 2018","Dixon, Illinois",0,1,"Dixon High School: A 19-year-old student recently kicked off the football team allegedly fired shots prior to graduation rehearsal. A school resource officer shot the suspect, who suffered non-life-threatening injuries.[595][596]",0,3,1,2018-05-16,Dixon,Illinois,"Dixon, Illinois","Dixon, Lee County, Illinois, 61021, USA","Dixon, Lee County, Illinois, 61021, USA","(41.842224, -89.4815485)",41.842224,-89.4815485,5,2018,16
479,"May 18, 2018","Santa Fe, Texas",10,13,"Santa Fe High School shooting: The school was evacuated when fire alarms were pulled at 7:45 am after students said they had heard gunshots. The shooter (Dimitrios Pagourtzis) started in the art room, then went through the art hallway. The shooter had a Remington 870 shotgun and a .38 caliber revolver. Multiple IEDs, pressure cookers, Molotov cocktails, pipe bombs, propane tanks, and other homemade explosives were also found around the school and parking lot.[597]",0,3,23,2018-05-18,Santa Fe,Texas,"Santa Fe, Texas","Santa Fe, Galveston County, Texas, USA","Santa Fe, Galveston County, Texas, USA","(29.3780129, -95.1057625)",29.3780129,-95.1057625,5,2018,18
480,"May 18, 2018","Jonesboro, Georgia",1,3,Mount Zion High School: An argument led to a shooting in a parking lot after a high school graduation ceremony for graduates of Perry Learning Center. Mount Zion High School provided overflow parking for people attending the ceremony.[598],0,0,4,2018-05-18,Jonesboro,Georgia,"Jonesboro, Georgia","Jonesboro, Clayton County, Georgia, 30250, USA","Jonesboro, Clayton County, Georgia, 30250, USA","(33.5215013, -84.3538128)",33.5215013,-84.3538128,5,2018,18
481,"May 25, 2018","Noblesville, Indiana",0,2,"Noblesville West Middle School shooting: Two people were shot and injured in a shooting at Noblesville West Middle School in Noblesville, Indiana. The shooter is an unnamed middle school student who exited his science classroom and re-entered with a gun. When he returned, he shot a female student and the science teacher, identified as Jason Seamen. Seamen was shot in the abdomen, hip, and forearm. The gun was wrestled away by Seamen after both he and the female student were shot.[599][600]",0,0,2,2018-05-25,Noblesville,Indiana,"Noblesville, Indiana","Noblesville, Hamilton County, Indiana, USA","Noblesville, Hamilton County, Indiana, USA","(40.0455918, -86.0085955)",40.0455918,-86.0085955,5,2018,25
482,"August 17, 2018","Wellington, Florida",0,2,"Two people were shot and injured at a football game in Palm Beach Central High School in Wellington, Florida.[601]",0,0,2,2018-08-17,Wellington,Florida,"Wellington, Florida","Wellington, Palm Beach County, Florida, 33411:33415, USA","Wellington, Palm Beach County, Florida, 33411:33415, USA","(26.6586779, -80.2414357)",26.6586779,-80.2414357,8,2018,17
483,"August 20, 2018","Atlanta, Georgia",0,0,A shootout erupted on the campus of Georgia State University the night before classes started.[602],0,0,0,2018-08-20,Atlanta,Georgia,"Atlanta, Georgia","Atlanta, Fulton County, Georgia, USA","Atlanta, Fulton County, Georgia, USA","(33.7490987, -84.3901849)",33.7490987,-84.3901849,8,2018,20
484,"August 30, 2018","San Francisco, California",0,1,"One student was injured when two students were joking around about guns, and one student discharged a firearm at Balboa High School in San Francisco, California. 4 students were arrested in this incident, and 2 were allowed to go back to school. The school was on lockdown along with three other schools in the area for two hours.[603]",0,0,1,2018-08-30,San Francisco,California,"San Francisco, California","SF, California, USA","SF, California, USA","(37.7792808, -122.4192363)",37.7792808,-122.4192363,8,2018,30
485,"September 5, 2018","Providence, Rhode Island",1,1,"William Parsons, a 15-year-old student at Central High School, was shot and killed outside Providence Career and Technical Academy in Providence, Rhode Island. Police said that two young men got into an altercation and shots were fired, hitting the victim, who was uninvolved. The 16-year-old suspect accidentally shot and injured himself while trying to get away, under a mile from the scene.[604]",0,3,2,2018-09-05,Providence,Rhode Island,"Providence, Rhode Island","Providence, Rhode Island, USA","Providence, Rhode Island, USA","(41.8239891, -71.4128343)",41.8239891,-71.4128343,9,2018,5
486,"September 10, 2018","Memphis, Tennessee",0,1,A teen girl was injured after shots were fired into school bus full of students attending Fairley High School.[605],0,0,1,2018-09-10,Memphis,Tennessee,"Memphis, Tennessee","Memphis, Shelby County, Tennessee, USA","Memphis, Shelby County, Tennessee, USA","(35.1490215, -90.0516285)",35.1490215,-90.0516285,9,2018,10
487,"September 11, 2018","Las Vegas, Nevada",1,0,An 18-year-old student was shot at Canyon Springs High School near the baseball field and later died of his injuries at a hospital.[606],0,0,1,2018-09-11,Las Vegas,Nevada,"Las Vegas, Nevada","Las Vegas, Clark County, Nevada, USA","Las Vegas, Clark County, Nevada, USA","(36.1662859, -115.149225)",36.1662859,-115.149225,9,2018,11
488,"October 29, 2018","Matthews, North Carolina",1,1,"A David W. Butler High School freshman, 16 year old Jatwan Craig Cuffie, fatally shot sophomore Bobby McKeithen. Cuffie is in custody and charged with first-degree murder. [607][608]",0,0,2,2018-10-29,Matthews,North Carolina,"Matthews, North Carolina","Matthews, Mecklenburg County, North Carolina, USA","Matthews, Mecklenburg County, North Carolina, USA","(35.1170873, -80.723718)",35.1170873,-80.723718,10,2018,29
489,"December 13, 2018","Richmond, Indiana",1,0,"14-year-old Brandon Clegg[609] attempted a shooting on Dennis Intermediate School. He took two guns and threatened to kill her[clarification needed] boyfriend if he did not drive him to the school.[610] Informed of his intentions by his own mother, police arrived just before he was able to begin his attack. After exchanging shots with officers, Clegg shot his way through a locked glass door and entered the school, where he continued to shoot at officers. After he was cornered in one of the school's stairwell, Clegg committed suicide by shooting himself.[611]",3,0,1,2018-12-13,Richmond,Indiana,"Richmond, Indiana","Richmond, Wayne County, Indiana, 47374, USA","Richmond, Wayne County, Indiana, 47374, USA","(39.8286897, -84.8898521)",39.8286897,-84.8898521,12,2018,13
490,"January 2, 2019","Jersey City, New Jersey",0,0,"School resource officer Dana Jackson, assigned to Snyder High School, was cleaning his service weapon when it discharged. No injuries were reported. Jackson was removed from his assignment at the school.[612]",0,0,0,2019-01-02,Jersey City,New Jersey,"Jersey City, New Jersey","Jersey City, Hudson County, New Jersey, United States of America","Jersey City, Hudson County, New Jersey, United States of America","(40.7281575, -74.0776417)",40.7281575,-74.0776417,1,2019,2
491,"January 3, 2019","Miami, Florida",0,0,"Two men were involved in an altercation on the campus of Florida International University when one of the men pulled out a gun and fired into the air. Both men were detained, and no injuries were reported.[613]",0,0,0,2019-01-03,Miami,Florida,"Miami, Florida","Miami, Miami-Dade County, Florida, USA","Miami, Miami-Dade County, Florida, USA","(25.7742658, -80.1936589)",25.7742658,-80.1936589,1,2019,3
492,"January 4, 2019","Columbus, Mississippi",0,1,"A former student at the Mississippi University for Women was shot and injured, causing a multi-hour lockdown and a search for a gunman. Police stated they were investigating whether the wound was self-inflicted. No one has been detained in relation to the crime.[614]",0,0,1,2019-01-04,Columbus,Mississippi,"Columbus, Mississippi","Columbus, Lowndes County, Mississippi, USA","Columbus, Lowndes County, Mississippi, USA","(33.4956744, -88.4272627)",33.4956744,-88.4272627,1,2019,4
493,"January 7, 2019","Belmont, California",1,0,"Seventeen-year-old Mohammad Othman was fatally shot in the parking lot of Central Elementary School. Police believe the shooter had a connection to Othman, but neither the shooter nor Othman had a relation to the elementary school.[615]",0,0,1,2019-01-07,Belmont,California,"Belmont, California","Belmont, San Mateo County, California, USA","Belmont, San Mateo County, California, USA","(37.5202145, -122.2758008)",37.5202145,-122.2758008,1,2019,7
494,"January 11, 2019","Eugene, Oregon",1,0,"A man involved in a custody battle arrived at Cascade Middle School and became enraged. As he was being escorted from the school by police, he began struggling and pulled a gun, according to authorities. The man was shot and killed by the officers. No one else was injured.[616]",3,0,1,2019-01-11,Eugene,Oregon,"Eugene, Oregon","Eugene, Lane County, Oregon, USA","Eugene, Lane County, Oregon, USA","(44.0505054, -123.0950506)",44.0505054,-123.0950506,1,2019,11
495,"January 19, 2019","Overland Park, Kansas",0,2,"A 16-year-old boy was shot in the head, and a 15-year-old boy was also injured, in a possible robbery incident in a parking lot of Lakewood Middle School in Overland Park, Kansas. The school was not in session at the time. Both victims are expected to recover.[617]",0,0,2,2019-01-19,Overland Park,Kansas,"Overland Park, Kansas","Overland Park, Johnson County, Kansas, USA","Overland Park, Johnson County, Kansas, USA","(38.9742502, -94.6851702)",38.9742502,-94.6851702,1,2019,19
496,"January 25, 2019","Mobile, Alabama",0,2,"Two males were wounded after basketball game at Davidson High School, but between Blount High School and Murphy High School, the 15-year-old suspect fled the scene before law enforcement arrived and was not arrested until February 8 (making him the first school shooter to ever go two weeks without being caught). His mother was arrested for harboring a fugitive.[618][619]",0,0,2,2019-01-25,Mobile,Alabama,"Mobile, Alabama","Mobile, Mobile County, Alabama, USA","Mobile, Mobile County, Alabama, USA","(30.6943566, -88.0430541)",30.6943566,-88.0430541,1,2019,25
497,"January 30, 2019","Lithonia, Georgia",0,1,"A man running on the Miller Grove High School track saw someone trying to break into his car, which was parked on school property. When the man confronted the person breaking into his car, he was shot once. The man was taken to a local hospital and listed in stable condition.[620]",0,0,1,2019-01-30,Lithonia,Georgia,"Lithonia, Georgia","Lithonia, DeKalb County, Georgia, USA","Lithonia, DeKalb County, Georgia, USA","(33.7123305, -84.1051939)",33.7123305,-84.1051939,1,2019,30
